,index,player,team,type,shot_outcome,shot_body_part,shot_type,location,shot_statsbomb_xg
239,1659,Ismaïla Sarr,Senegal,Shot,Off T,Right Foot,Open Play,"[108.0, 51.0]",0.057264026
240,3287,Ferjani Sassi,Tunisia,Shot,Blocked,Right Foot,Open Play,"[101.0, 40.0]",0.10470346
241,3288,Naïm Sliti,Tunisia,Shot,Wayward,Right Foot,Open Play,"[104.0, 33.0]",0.045645814
242,3289,Ricardo Guardia Avila,Panama,Shot,Off T,Left Foot,Open Play,"[78.0, 22.0]",0.0136322705
243,3290,Naïm Sliti,Tunisia,Shot,Off T,Right Foot,Open Play,"[95.0, 42.0]",0.060311474
244,3291,Gabriel Arturo Torres Tejada,Panama,Shot,Wayward,Other,Open Play,"[113.0, 32.0]",0.16159177
245,3292,Fakhreddine Ben Youssef,Tunisia,Shot,Blocked,Right Foot,Open Play,"[104.0, 27.0]",0.045342684
246,3293,Naïm Sliti,Tunisia,Shot,Saved,Right Foot,Open Play,"[102.0, 48.0]",0.07522538
247,3294,Luis Carlos Ovalle Victoria,Panama,Shot,Saved,Right Foot,Open Play,"[90.0, 20.0]",0.009438108
248,3295,Román Aureliano Torres Morcillo,Panama,Shot,Blocked,Right Foot,Open Play,"[108.0, 30.0]",0.06781374
249,3296,José Luis Rodríguez Francis,Panama,Shot,Blocked,Left Foot,Open Play,"[94.0, 34.0]",0.030780757
250,3297,Fakhreddine Ben Youssef,Tunisia,Shot,Off T,Head,Open Play,"[116.0, 38.0]",0.18375683
251,3298,Wahbi Khazri,Tunisia,Shot,Off T,Right Foot,Open Play,"[109.0, 54.0]",0.06737645
252,3299,Wahbi Khazri,Tunisia,Shot,Blocked,Right Foot,Open Play,"[105.0, 54.0]",0.037925974
253,3300,Wahbi Khazri,Tunisia,Shot,Saved,Right Foot,Open Play,"[109.0, 54.0]",0.061486255
254,3301,Fakhreddine Ben Youssef,Tunisia,Shot,Goal,Right Foot,Open Play,"[114.0, 40.0]",0.5075647
255,3302,Fakhreddine Ben Youssef,Tunisia,Shot,Saved,Right Foot,Open Play,"[109.0, 47.0]",0.32092282
256,3303,Hamdi Nagguez,Tunisia,Shot,Wayward,Other,Open Play,"[113.0, 50.0]",0.032893594
257,3304,Ghilane Chalali,Tunisia,Shot,Wayward,Right Foot,Open Play,"[103.0, 51.0]",0.03709035
258,3305,Wahbi Khazri,Tunisia,Shot,Saved,Right Foot,Open Play,"[104.0, 56.0]",0.025835417
259,3306,Edgar Yoel Bárcenas Herrera,Panama,Shot,Saved,Right Foot,Open Play,"[104.0, 42.0]",0.22509256
260,3307,Wahbi Khazri,Tunisia,Shot,Goal,Right Foot,Open Play,"[117.0, 43.0]",0.8620113
261,3308,José Luis Rodríguez Francis,Panama,Shot,Saved,Left Foot,Open Play,"[108.0, 31.0]",0.053500086
262,3309,Aníbal Cesis Godoy,Panama,Shot,Off T,Left Foot,Open Play,"[104.0, 31.0]",0.052292347
263,3310,Edgar Yoel Bárcenas Herrera,Panama,Shot,Saved,Right Foot,Free Kick,"[94.0, 50.0]",0.079581
264,3130,Mario Gavranović,Switzerland,Shot,Blocked,Right Foot,Open Play,"[111.0, 49.0]",0.08514858
265,3131,Joel Nathaniel Campbell Samuels,Costa Rica,Shot,Saved,Left Foot,Open Play,"[99.0, 54.0]",0.018753203
266,3132,Celso Borges Mora,Costa Rica,Shot,Saved,Head,Open Play,"[111.0, 40.0]",0.10052337
267,3133,Cristian Gamboa Luna,Costa Rica,Shot,Saved,Left Foot,Open Play,"[98.0, 50.0]",0.020396402
268,3134,Daniel Colindres Solera,Costa Rica,Shot,Off T,Left Foot,Open Play,"[98.0, 31.0]",0.047347855
269,3136,Mario Gavranović,Switzerland,Shot,Off T,Right Foot,Open Play,"[97.0, 37.0]",0.03176429
270,3137,Bryan Oviedo,Costa Rica,Shot,Saved,Left Foot,Open Play,"[104.0, 18.0]",0.028150484
271,3138,Daniel Colindres Solera,Costa Rica,Shot,Blocked,Right Foot,Open Play,"[109.0, 29.0]",0.11378889
272,3139,Blerim Džemaili,Switzerland,Shot,Goal,Right Foot,Open Play,"[113.0, 43.0]",0.42871645
273,3140,Blerim Džemaili,Switzerland,Shot,Blocked,Right Foot,Open Play,"[105.0, 42.0]",0.19935568
274,3141,Stephan Lichtsteiner,Switzerland,Shot,Blocked,Left Foot,Open Play,"[91.0, 51.0]",0.011991691
275,3142,Blerim Džemaili,Switzerland,Shot,Wayward,Head,Open Play,"[116.0, 51.0]",0.03152342
276,3143,Valon Behrami,Switzerland,Shot,Wayward,Left Foot,Open Play,"[87.0, 40.0]",0.011717601
277,3144,Joel Nathaniel Campbell Samuels,Costa Rica,Shot,Off T,Left Foot,Open Play,"[108.0, 36.0]",0.10652326
278,3145,Ricardo Iván Rodríguez Araya,Switzerland,Shot,Off T,Left Foot,Open Play,"[91.0, 21.0]",0.021019584
279,3146,Breel-Donald Embolo,Switzerland,Shot,Wayward,Head,Open Play,"[111.0, 39.0]",0.044326983
280,3147,Breel-Donald Embolo,Switzerland,Shot,Saved,Right Foot,Open Play,"[119.0, 53.0]",0.07451685
281,3148,David Alberto Guzmán Pérez,Costa Rica,Shot,Blocked,Right Foot,Open Play,"[97.0, 28.0]",0.014943483
282,3149,Bryan Oviedo,Costa Rica,Shot,Off T,Left Foot,Open Play,"[109.0, 29.0]",0.037939653
283,3150,Kendall Jamaal Waston Manley,Costa Rica,Shot,Goal,Head,Open Play,"[115.0, 42.0]",0.07792592
284,3151,Celso Borges Mora,Costa Rica,Shot,Off T,Right Foot,Open Play,"[87.0, 31.0]",0.013839894
285,3152,Josip Drmic,Switzerland,Shot,Blocked,Left Foot,Open Play,"[96.0, 32.0]",0.023676213
286,3154,Celso Borges Mora,Costa Rica,Shot,Saved,Right Foot,Open Play,"[104.0, 57.0]",0.03549099
287,3155,Josip Drmic,Switzerland,Shot,Goal,Right Foot,Open Play,"[106.0, 34.0]",0.11787563
288,3144,Kylian Mbappé Lottin,France,Shot,Saved,Left Foot,Open Play,"[114.0, 56.0]",0.023680815
289,3145,Paul Pogba,France,Shot,Saved,Right Foot,Free Kick,"[94.0, 28.0]",0.0537762
290,3146,Antoine Griezmann,France,Shot,Saved,Right Foot,Open Play,"[95.0, 43.0]",0.029836575
291,3147,Antoine Griezmann,France,Shot,Blocked,Head,Open Play,"[109.0, 31.0]",0.043471277
292,3148,Mathew Leckie,Australia,Shot,Off T,Head,Open Play,"[110.0, 34.0]",0.041143782
293,3149,Mathew Leckie,Australia,Shot,Saved,Head,Open Play,"[105.0, 32.0]",0.016474541
294,3150,Lucas Hernández Pi,France,Shot,Blocked,Left Foot,Open Play,"[109.0, 26.0]",0.056864604
295,3151,Aziz Eraltay Behich,Australia,Shot,Off T,Right Foot,Open Play,"[101.0, 21.0]",0.01838063
296,3152,Antoine Griezmann,France,Shot,Goal,Left Foot,Penalty,"[108.0, 40.0]",0.76
297,3153,Antoine Griezmann,France,Shot,Blocked,Left Foot,Open Play,"[104.0, 37.0]",0.124435306
298,3154,Antoine Griezmann,France,Shot,Off T,Right Foot,Open Play,"[104.0, 43.0]",0.053825147
299,3155,Mile Jedinak,Australia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
300,3156,Samuel Yves Umtiti,France,Shot,Blocked,Left Foot,Open Play,"[86.0, 30.0]",0.010798525
301,3157,Benjamin Pavard,France,Shot,Off T,Right Foot,Open Play,"[95.0, 42.0]",0.016129572
302,3158,Lucas Hernández Pi,France,Shot,Off T,Right Foot,Open Play,"[100.0, 31.0]",0.04685782
303,3159,Nabil Fekir,France,Shot,Blocked,Left Foot,Free Kick,"[100.0, 63.0]",0.058693647
304,3160,Josh Risdon,Australia,Shot,Blocked,Left Foot,Open Play,"[97.0, 47.0]",0.049843766
305,2996,Matías Vecino Falero,Uruguay,Shot,Off T,Right Foot,Open Play,"[87.0, 30.0]",0.008022297
306,2997,Luis Alberto Suárez Díaz,Uruguay,Shot,Goal,Right Foot,Free Kick,"[101.0, 36.0]",0.112385206
307,2998,Denis Cheryshev,Russia,Shot,Saved,Right Foot,Open Play,"[103.0, 32.0]",0.06471651
308,2999,Diego Sebastián Laxalt Suárez,Uruguay,Shot,Blocked,Left Foot,Open Play,"[96.0, 24.0]",0.014004752
309,3000,Rodrigo Bentancur Colmán,Uruguay,Shot,Saved,Right Foot,Open Play,"[111.0, 45.0]",0.38191983
310,3001,Edinson Roberto Cavani Gómez,Uruguay,Shot,Blocked,Right Foot,Free Kick,"[94.0, 45.0]",0.09139082
311,3002,Rodrigo Bentancur Colmán,Uruguay,Shot,Blocked,Left Foot,Open Play,"[111.0, 57.0]",0.030116782
312,3003,Diego Roberto Godín Leal,Uruguay,Shot,Off T,Right Foot,Open Play,"[59.0, 32.0]",0.009486399
313,3004,Edinson Roberto Cavani Gómez,Uruguay,Shot,Off T,Right Foot,Open Play,"[105.0, 33.0]",0.059820477
314,3005,Roman Zobnin,Russia,Shot,Blocked,Right Foot,Open Play,"[96.0, 55.0]",0.023039786
315,3006,Artem Dzyuba,Russia,Shot,Off T,Left Foot,Open Play,"[105.0, 52.0]",0.068745025
316,3007,Cristian Gabriel Rodríguez Barrotti,Uruguay,Shot,Saved,Left Foot,Open Play,"[94.0, 25.0]",0.017061912
317,3008,José Martín Cáceres Silva,Uruguay,Shot,Wayward,Head,Open Play,"[116.0, 42.0]",0.20716776
318,3009,Edinson Roberto Cavani Gómez,Uruguay,Shot,Blocked,Left Foot,Open Play,"[107.0, 47.0]",0.06877739
319,3010,Cristian Gabriel Rodríguez Barrotti,Uruguay,Shot,Saved,Left Foot,Open Play,"[101.0, 22.0]",0.021906631
320,3011,Diego Roberto Godín Leal,Uruguay,Shot,Saved,Head,Open Play,"[114.0, 39.0]",0.114004165
321,3012,Edinson Roberto Cavani Gómez,Uruguay,Shot,Goal,Left Foot,Open Play,"[119.0, 39.0]",0.64413047
322,3013,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,Shot,Wayward,Left Foot,Open Play,"[113.0, 44.0]",0.38110033
323,3014,Lucas Torreira Di Pascua,Uruguay,Shot,Blocked,Right Foot,Open Play,"[91.0, 31.0]",0.02063423
324,3270,Hirving Rodrigo Lozano Bahena,Mexico,Shot,Blocked,Right Foot,Open Play,"[111.0, 52.0]",0.07893264
325,3271,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Right Foot,Open Play,"[96.0, 43.0]",0.051520824
326,3272,Carlos Joel Salcedo Hernández,Mexico,Shot,Wayward,Head,Open Play,"[107.0, 43.0]",0.012247688
327,3273,Hirving Rodrigo Lozano Bahena,Mexico,Shot,Blocked,Left Foot,Open Play,"[111.0, 58.0]",0.02344906
328,3274,Héctor Miguel Herrera López,Mexico,Shot,Blocked,Left Foot,Open Play,"[105.0, 41.0]",0.06120251
329,3275,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Right Foot,Open Play,"[116.0, 30.0]",0.13530065
330,3276,Gabriel Fernando de Jesus,Brazil,Shot,Blocked,Left Foot,Open Play,"[112.0, 48.0]",0.10139771
331,3277,Philippe Coutinho Correia,Brazil,Shot,Off T,Right Foot,Open Play,"[102.0, 30.0]",0.030451013
332,3278,Carlos Alberto Vela Garrido,Mexico,Shot,Off T,Left Foot,Open Play,"[101.0, 26.0]",0.04205263
333,3279,Gabriel Fernando de Jesus,Brazil,Shot,Saved,Left Foot,Open Play,"[111.0, 30.0]",0.100937374
334,3280,Philippe Coutinho Correia,Brazil,Shot,Wayward,Left Foot,Open Play,"[115.0, 32.0]",0.23329093
335,3281,Philippe Coutinho Correia,Brazil,Shot,Blocked,Left Foot,Open Play,"[100.0, 31.0]",0.07007318
336,3282,Philippe Coutinho Correia,Brazil,Shot,Blocked,Right Foot,Open Play,"[93.0, 31.0]",0.030183105
337,3283,Neymar da Silva Santos Junior,Brazil,Shot,Off T,Right Foot,Free Kick,"[90.0, 27.0]",0.02039316
338,3284,Gabriel Fernando de Jesus,Brazil,Shot,Blocked,Right Foot,Open Play,"[102.0, 48.0]",0.050033048
339,3285,Philippe Coutinho Correia,Brazil,Shot,Saved,Right Foot,Open Play,"[107.0, 31.0]",0.09557149
340,3286,Jesús Daniel Gallardo Vasconcelos,Mexico,Shot,Off T,Left Foot,Open Play,"[95.0, 33.0]",0.05415378
341,3287,Neymar da Silva Santos Junior,Brazil,Shot,Goal,Right Foot,Open Play,"[119.0, 43.0]",0.90845025
342,3288,José Andrés Guardado Hernández,Mexico,Shot,Blocked,Left Foot,Open Play,"[92.0, 33.0]",0.040702
343,3289,Miguel Arturo Layún Prado,Mexico,Shot,Blocked,Right Foot,Open Play,"[97.0, 54.0]",0.023132723
344,3290,Neymar da Silva Santos Junior,Brazil,Shot,Off T,Right Foot,Open Play,"[99.0, 54.0]",0.05060692
345,3291,José Paulo Bezzera Maciel Júnior,Brazil,Shot,Saved,Right Foot,Open Play,"[107.0, 43.0]",0.21793565
346,3292,Hirving Rodrigo Lozano Bahena,Mexico,Shot,Blocked,Right Foot,Open Play,"[91.0, 41.0]",0.039082214
347,3293,Carlos Alberto Vela Garrido,Mexico,Shot,Saved,Left Foot,Open Play,"[100.0, 56.0]",0.02711902
348,3294,Willian Borges da Silva,Brazil,Shot,Saved,Right Foot,Open Play,"[106.0, 54.0]",0.027005129
349,3295,Neymar da Silva Santos Junior,Brazil,Shot,Off T,Left Foot,Open Play,"[104.0, 40.0]",0.13883619
350,3296,José Andrés Guardado Hernández,Mexico,Shot,Blocked,Left Foot,Open Play,"[93.0, 41.0]",0.023216132
351,3297,Willian Borges da Silva,Brazil,Shot,Saved,Left Foot,Open Play,"[97.0, 55.0]",0.027677026
352,3298,Hugo Ayala Castro,Mexico,Shot,Wayward,Right Foot,Open Play,"[109.0, 29.0]",0.021870146
353,3299,Neymar da Silva Santos Junior,Brazil,Shot,Saved,Right Foot,Open Play,"[112.0, 33.0]",0.46234304
354,3300,Roberto Firmino Barbosa de Oliveira,Brazil,Shot,Goal,Right Foot,Open Play,"[119.0, 43.0]",0.9317404
355,3301,Hirving Rodrigo Lozano Bahena,Mexico,Shot,Off T,Right Foot,Open Play,"[111.0, 59.0]",0.02425635
356,3302,Raúl Alonso Jiménez Rodríguez,Mexico,Shot,Blocked,Right Foot,Open Play,"[105.0, 52.0]",0.07907735
357,3681,Denis Cheryshev,Russia,Shot,Blocked,Right Foot,Open Play,"[109.0, 56.0]",0.051290978
358,3682,Artem Dzyuba,Russia,Shot,Blocked,Right Foot,Open Play,"[110.0, 52.0]",0.03967244
359,3683,Ante Rebić,Croatia,Shot,Off T,Head,Open Play,"[113.0, 42.0]",0.11612712
360,3684,Mario Mandžukić,Croatia,Shot,Wayward,Right Foot,Open Play,"[109.0, 43.0]",0.1229721
361,3685,Ivan Rakitić,Croatia,Shot,Off T,Right Foot,Free Kick,"[98.0, 23.0]",0.049078766
362,3686,Ivan Perišić,Croatia,Shot,Off T,Head,Open Play,"[109.0, 50.0]",0.033829287
363,3687,Denis Cheryshev,Russia,Shot,Goal,Left Foot,Open Play,"[94.0, 34.0]",0.0700209
364,3688,Ante Rebić,Croatia,Shot,Blocked,Right Foot,Open Play,"[94.0, 30.0]",0.017253965
365,3689,Ivan Perišić,Croatia,Shot,Wayward,Head,Open Play,"[115.0, 37.0]",0.102284394
366,3690,Sergei Ignashevich,Russia,Shot,Off T,Right Foot,Open Play,"[118.0, 27.0]",0.04668437
367,3691,Denis Cheryshev,Russia,Shot,Off T,Left Foot,Open Play,"[115.0, 29.0]",0.10346184
368,3692,Andrej Kramarić,Croatia,Shot,Goal,Head,Open Play,"[113.0, 38.0]",0.17762586
369,3693,Luka Modrić,Croatia,Shot,Off T,Right Foot,Open Play,"[88.0, 53.0]",0.007884129
370,3694,Andrej Kramarić,Croatia,Shot,Saved,Right Foot,Open Play,"[105.0, 40.0]",0.0689109
371,3695,Ante Rebić,Croatia,Shot,Off T,Right Foot,Open Play,"[97.0, 20.0]",0.01671075
372,3697,Artem Dzyuba,Russia,Shot,Saved,Head,Open Play,"[110.0, 40.0]",0.021173509
373,3698,Andrej Kramarić,Croatia,Shot,Blocked,Right Foot,Open Play,"[90.0, 31.0]",0.022288216
374,3699,Aleksandr Erokhin,Russia,Shot,Off T,Head,Open Play,"[113.0, 44.0]",0.12005566
375,3700,Luka Modrić,Croatia,Shot,Blocked,Left Foot,Open Play,"[105.0, 39.0]",0.14905682
376,3701,Šime Vrsaljko,Croatia,Shot,Blocked,Right Foot,Open Play,"[114.0, 57.0]",0.023632344
377,3702,Mario Mandžukić,Croatia,Shot,Off T,Head,Open Play,"[111.0, 39.0]",0.06144705
378,3703,Fyodor Smolov,Russia,Shot,Saved,Right Foot,Open Play,"[117.0, 64.0]",0.031307407
379,3704,Domagoj Vida,Croatia,Shot,Goal,Head,Open Play,"[110.0, 40.0]",0.06021956
380,3705,Ilya Kutepov,Russia,Shot,Wayward,Head,Open Play,"[115.0, 37.0]",0.2357307
381,3706,Aleksandr Erokhin,Russia,Shot,Off T,Head,Open Play,"[114.0, 35.0]",0.069342524
382,3707,Dejan Lovren,Croatia,Shot,Saved,Right Foot,Open Play,"[101.0, 20.0]",0.019602463
383,3708,Daler Kuzyaev,Russia,Shot,Saved,Right Foot,Open Play,"[103.0, 52.0]",0.022727875
384,3709,Mário Figueira Fernandes,Russia,Shot,Goal,Head,Open Play,"[114.0, 41.0]",0.19230573
385,3710,Luka Modrić,Croatia,Shot,Off T,Right Foot,Open Play,"[99.0, 20.0]",0.019734947
386,3711,Roman Zobnin,Russia,Shot,Saved,Right Foot,Open Play,"[94.0, 32.0]",0.021203853
387,3712,Fyodor Smolov,Russia,Shot,Saved,Right Foot,Penalty,"[109.0, 41.0]",0.76
388,3713,Marcelo Brozović,Croatia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
389,3714,Alan Dzagoev,Russia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
390,3715,Mateo Kovačić,Croatia,Shot,Saved,Right Foot,Penalty,"[109.0, 41.0]",0.76
391,3716,Mário Figueira Fernandes,Russia,Shot,Off T,Right Foot,Penalty,"[109.0, 41.0]",0.76
392,3717,Luka Modrić,Croatia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
393,3718,Sergei Ignashevich,Russia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
394,3719,Domagoj Vida,Croatia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
395,3720,Daler Kuzyaev,Russia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
396,3721,Ivan Rakitić,Croatia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
397,3245,Thomas Delaney,Denmark,Shot,Off T,Head,Open Play,"[114.0, 38.0]",0.11904341
398,3246,Tom Rogić,Australia,Shot,Blocked,Left Foot,Open Play,"[101.0, 53.0]",0.0301372
399,3247,Mathew Leckie,Australia,Shot,Off T,Head,Open Play,"[113.0, 42.0]",0.09075201
400,3248,Christian Dannemann Eriksen,Denmark,Shot,Goal,Left Foot,Open Play,"[104.0, 39.0]",0.20277502
401,3249,Pione Sisto Ifolo Emirmija,Denmark,Shot,Saved,Left Foot,Open Play,"[88.0, 38.0]",0.02391071
402,3250,Tom Rogić,Australia,Shot,Off T,Left Foot,Open Play,"[93.0, 33.0]",0.02080183
403,3251,Nicolai Jørgensen,Denmark,Shot,Off T,Head,Open Play,"[113.0, 42.0]",0.26150653
404,3252,Robbie Kruse,Australia,Shot,Blocked,Right Foot,Open Play,"[111.0, 44.0]",0.07593266
405,3253,Aaron Mooy,Australia,Shot,Blocked,Left Foot,Open Play,"[92.0, 40.0]",0.01718571
406,3254,Mathew Leckie,Australia,Shot,Blocked,Head,Open Play,"[110.0, 41.0]",0.03546757
407,3255,Mile Jedinak,Australia,Shot,Goal,Right Foot,Penalty,"[109.0, 41.0]",0.76
408,3256,Jens Stryger Larsen,Denmark,Shot,Saved,Head,Open Play,"[108.0, 32.0]",0.022287868
409,3257,Pione Sisto Ifolo Emirmija,Denmark,Shot,Blocked,Right Foot,Open Play,"[107.0, 40.0]",0.12890576
410,3258,Aaron Mooy,Australia,Shot,Off T,Right Foot,Open Play,"[94.0, 26.0]",0.019794442
411,3259,Tom Rogić,Australia,Shot,Saved,Left Foot,Open Play,"[94.0, 47.0]",0.026701845
412,3260,Pione Sisto Ifolo Emirmija,Denmark,Shot,Off T,Right Foot,Open Play,"[96.0, 27.0]",0.021085456
413,3261,Mathew Leckie,Australia,Shot,Saved,Left Foot,Open Play,"[104.0, 59.0]",0.015538131
414,3262,Mathew Leckie,Australia,Shot,Wayward,Other,Open Play,"[108.0, 42.0]",0.11678044
415,3263,Andreas Evald Cornelius,Denmark,Shot,Saved,Other,Open Play,"[106.0, 34.0]",0.061521
416,3264,Daniel Arzani,Australia,Shot,Saved,Right Foot,Open Play,"[114.0, 24.0]",0.0277683
417,3265,Mathew Leckie,Australia,Shot,Saved,Left Foot,Open Play,"[107.0, 37.0]",0.07394367
418,3266,Christian Dannemann Eriksen,Denmark,Shot,Off T,Right Foot,Open Play,"[97.0, 47.0]",0.035272356
419,3267,Martin Braithwaite Christensen,Denmark,Shot,Saved,Left Foot,Open Play,"[105.0, 29.0]",0.025077866
420,2783,Aleksandar Mitrović,Serbia,Shot,Blocked,Head,Open Play,"[112.0, 42.0]",0.042957798
421,2784,Marcos Danilo Ureña Porras,Costa Rica,Shot,Saved,Right Foot,Open Play,"[119.0, 52.0]",0.052444596
422,2785,Giancarlo González Castro,Costa Rica,Shot,Saved,Head,Open Play,"[112.0, 45.0]",0.09120496
423,2786,Aleksandar Kolarov,Serbia,Shot,Off T,Left Foot,Open Play,"[93.0, 20.0]",0.01811359
424,2787,Giancarlo González Castro,Costa Rica,Shot,Off T,Head,Open Play,"[116.0, 48.0]",0.112895004
425,2788,Aleksandar Mitrović,Serbia,Shot,Blocked,Right Foot,Open Play,"[104.0, 53.0]",0.057528947
426,2789,Aleksandar Mitrović,Serbia,Shot,Wayward,Head,Open Play,"[116.0, 32.0]",0.07852257
427,2790,Marcos Danilo Ureña Porras,Costa Rica,Shot,Off T,Left Foot,Open Play,"[96.0, 42.0]",0.03387759
428,2791,Francisco Javier Calvo Quesada,Costa Rica,Shot,Off T,Right Foot,Open Play,"[101.0, 29.0]",0.041363865
429,2792,Aleksandar Mitrović,Serbia,Shot,Saved,Right Foot,Open Play,"[109.0, 39.0]",0.32518992
430,2793,Aleksandar Mitrović,Serbia,Shot,Off T,Head,Open Play,"[114.0, 41.0]",0.11534889
431,2794,Aleksandar Kolarov,Serbia,Shot,Goal,Left Foot,Free Kick,"[94.0, 59.0]",0.024129113
432,2795,Sergej Milinković-Savić,Serbia,Shot,Off T,Head,Open Play,"[109.0, 45.0]",0.05712495
433,2796,Sergej Milinković-Savić,Serbia,Shot,Off T,Right Foot,Open Play,"[94.0, 37.0]",0.028266445
434,2797,Filip Kostić,Serbia,Shot,Wayward,Right Foot,Open Play,"[118.0, 42.0]",0.9116856
435,2798,Nemanja Matić,Serbia,Shot,Blocked,Left Foot,Open Play,"[100.0, 36.0]",0.047151152
436,2799,Joel Nathaniel Campbell Samuels,Costa Rica,Shot,Blocked,Left Foot,Open Play,"[102.0, 57.0]",0.02672405
437,2800,Celso Borges Mora,Costa Rica,Shot,Blocked,Right Foot,Open Play,"[100.0, 43.0]",0.061757725
438,2801,Filip Kostić,Serbia,Shot,Off T,Left Foot,Open Play,"[101.0, 30.0]",0.040289335
439,2802,Cristian Gamboa Luna,Costa Rica,Shot,Saved,Right Foot,Open Play,"[79.0, 33.0]",0.010544344
440,2803,Óscar Esau Duarte Gaitán,Costa Rica,Shot,Blocked,Head,Open Play,"[112.0, 31.0]",0.025405953
441,2804,Bryan Ruiz González,Costa Rica,Shot,Blocked,Left Foot,Open Play,"[106.0, 42.0]",0.07177669
442,3452,Édison Michael Flores Peralta,Peru,Shot,Blocked,Left Foot,Open Play,"[96.0, 43.0]",0.03422855
443,3453,Víctor Yoshimar Yotún Flores,Peru,Shot,Off T,Left Foot,Open Play,"[62.0, 36.0]",0.015276206
444,3454,Antoine Griezmann,France,Shot,Off T,Right Foot,Open Play,"[114.0, 54.0]",0.106518276
445,3455,Paul Pogba,France,Shot,Off T,Right Foot,Open Play,"[88.0, 54.0]",0.018662851
446,3456,Raphaël Varane,France,Shot,Off T,Head,Open Play,"[115.0, 34.0]",0.07205489
447,3457,Antoine Griezmann,France,Shot,Saved,Right Foot,Open Play,"[102.0, 51.0]",0.03193608
448,3458,Édison Michael Flores Peralta,Peru,Shot,Off T,Left Foot,Open Play,"[97.0, 27.0]",0.019665204
449,3459,José Paolo Guerrero González,Peru,Shot,Saved,Left Foot,Open Play,"[110.0, 33.0]",0.13734727
450,3460,Kylian Mbappé Lottin,France,Shot,Saved,Right Foot,Open Play,"[112.0, 38.0]",0.27446675
451,3461,Olivier Giroud,France,Shot,Blocked,Left Foot,Open Play,"[109.0, 29.0]",0.13063751
452,3462,Kylian Mbappé Lottin,France,Shot,Goal,Right Foot,Open Play,"[119.0, 41.0]",0.8994274
453,3463,Lucas Hernández Pi,France,Shot,Saved,Left Foot,Open Play,"[109.0, 27.0]",0.07508504
454,3464,Lucas Hernández Pi,France,Shot,Off T,Left Foot,Open Play,"[112.0, 29.0]",0.12747373
455,3466,Christian Alberto Cueva Bravo,Peru,Shot,Blocked,Right Foot,Open Play,"[101.0, 30.0]",0.06748881
456,3467,André Martín Carrillo Díaz,Peru,Shot,Off T,Right Foot,Open Play,"[94.0, 37.0]",0.022335617
457,3468,José Paolo Guerrero González,Peru,Shot,Wayward,Head,Open Play,"[105.0, 40.0]",0.022788737
458,3469,Luis Jan Piers Advíncula Castrillón,Peru,Shot,Off T,Left Foot,Open Play,"[98.0, 61.0]",0.013263656
459,3470,Jefferson Agustín Farfán Guadalupe,Peru,Shot,Off T,Left Foot,Open Play,"[116.0, 29.0]",0.05422472
460,3471,Ousmane Dembélé,France,Shot,Off T,Left Foot,Open Play,"[105.0, 44.0]",0.060839437
461,3472,José Paolo Guerrero González,Peru,Shot,Saved,Right Foot,Free Kick,"[87.0, 43.0]",0.040015787
462,3473,Blaise Matuidi,France,Shot,Off T,Left Foot,Open Play,"[97.0, 40.0]",0.024688834
463,3474,José Paolo Guerrero González,Peru,Shot,Off T,Head,Open Play,"[107.0, 30.0]",0.014897333
464,3475,Olivier Giroud,France,Shot,Blocked,Left Foot,Open Play,"[106.0, 32.0]",0.11420754
465,3348,Shinji Kagawa,Japan,Shot,Off T,Left Foot,Open Play,"[98.0, 47.0]",0.024996893
466,3349,Gen Shōji,Japan,Shot,Off T,Right Foot,Open Play,"[74.0, 41.0]",0.013225093
467,3350,Axel Witsel,Belgium,Shot,Blocked,Left Foot,Open Play,"[95.0, 33.0]",0.043376084
468,3351,Vincent Kompany,Belgium,Shot,Wayward,Head,Open Play,"[111.0, 51.0]",0.010093679
469,3352,Romelu Lukaku Menama,Belgium,Shot,Blocked,Left Foot,Open Play,"[105.0, 40.0]",0.046488736
470,3353,Vincent Kompany,Belgium,Shot,Wayward,Other,Open Play,"[111.0, 48.0]",0.029675562
471,3354,Vincent Kompany,Belgium,Shot,Off T,Right Foot,Open Play,"[112.0, 50.0]",0.0671176
472,3355,Romelu Lukaku Menama,Belgium,Shot,Blocked,Right Foot,Open Play,"[101.0, 50.0]",0.05464871
473,3356,Romelu Lukaku Menama,Belgium,Shot,Wayward,Right Foot,Open Play,"[114.0, 41.0]",0.34111065
474,3357,Kevin De Bruyne,Belgium,Shot,Blocked,Right Foot,Open Play,"[102.0, 46.0]",0.106753215
475,3358,Eden Hazard,Belgium,Shot,Saved,Left Foot,Open Play,"[102.0, 26.0]",0.04625173
